"label","sentence"
"1","you can buy this explicit carving of laughing buddha holding a wealth ball in his hand carefully sculpted with original mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #christmassale #holidayshopping {{url}} [sep] i love art especially carved legal ivory"
"1","late victorian mahogany & fruitwood travelling chess board with ivory chess pieces,c1890....{{url}} #antiques #chess #boardgames #victorian #giftsforhim #giftideas #gamespeopleplay #games #chessboard #checkmate #birthdaygift {{url}} [sep] the centre is situated on the 2nd floor of the huge victorian salts mill, in the world heritage site of saltaire. 80+ traders selling a wide range of antiques."
"1","{{mention}} some new stock in just in time for fair #silver #ww1 #georgjensen #ivory #shooting {{url}} [sep] [nodes]"
"1","mammoth ivory masterpiece – three cats in a basket {{url}} [sep] i love art especially carved legal ivory"
"1","sculpture of man with baskets in mammoth ivory

buy this wonderful #sculpture @ {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}} [sep] i love art especially carved legal ivory"
"1","for chess fans and fans of the queens gambit this anglo-indian ebony and ivory inlaid chess table is a highlight piece in our traditional home sale on 23 january, 10am. with an estimate of £800-£1200 this is certainly not an item to be missed.
{{url}} {{url}} [sep] number one fine art auctioneers & valuers in south london offering an annual calendar of specialist sales."
"1","describing a c14th #mameluke ivory and wood panel to my guest at {{mention}} #islamicart week private view launch night #history #islamic #art {{url}} [sep] history, islamic art & diamonds consultant.
aquisitions specialist.
manager of the datu-sami fortune collection.
phd student in counter-looting, fakes/forgeries"
"1","look at this exotic yet outlandish work of geisa carefully sculpted with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory"
"1","mammoth ivory tusk- the bears

tranquil, peaceful, beautiful and utterly unique are all words that describe this mammoth ivory tusk carving. 

{{url}}

#animal #bears #legalmammothivory #mammothivorytusk #tusk {{url}} [sep] i love art especially carved legal ivory"
"1","designing a new website for mammoth ivory [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands"
"1","an unusual and fine indian miniature on ivory, c. 1880.
{{url}} #indian #miniature #ivory #antique {{url}} [sep] philip carrol is a regular exhibitor at major british antique fairs; including the bada fair, olympia & harrogate antiques fair. specialising in fine ceramics"
"1","you can obtain this glorious carving of laughing buddha twiddling with 2 kids rigorously carven with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory"
"1","group of european ivory
animals playing
#antiques #antiquesinargentina {{url}} [sep] from argentina to the world, blending our name with tradition and avant-garde, with more than 45 years of experience in arts and antiques. santostefano antiques"
"1","photoshoot of the mammoth ivory carvings [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands"
"1","mammoth ivory figurine -the new archery samurai kneeling

genuine mammoth ivory figurine portraying a samurai kneeling down, about to shoot an arrow.

#artcollector #ivory #sculptures

{{url}} {{url}} [sep] i love art especially carved legal ivory"
"1","stunning cantonese embroidered (on verso & recto) ivory silk fan lined with ostrich feathers, lot 155 from our fine art & antiques sale.

estimate: £100-200

more images available in our online catalogue

#fan  #antique #chineseart #craft #chinesecraft #silkfan 
 #art #auction {{url}} [sep] leading auction house in glasgow.
contact us: 0141 954 1500
email: {{email}}
auctions: {{url}}"
"1","take a look at this amazing mammoth ivory netsuke {{url}} [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands"
"1","finally, our webshop mammoth ivory carvings is online! check it out! {{url}} [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands"
"1","mammoth ivory jewelry – dragon ring

this hand made mammoth ivory jewelry was hand made by top artist.

{{url}}

#dragon #ivory #mammothivory #art #jewelry #masterpiece {{url}} [sep] i love art especially carved legal ivory"
"1","a #japanese carved #ivory #okimono of an egg seller from #meiji period; the seated figure is holding an egg in his left hand for close inspection.

sold at #auction for £600 plus commission. {{url}} [sep] bristol auction rooms are valuers and auctioneers, established over 30 years ago located at: 1-3 yelverton rd bristol bs4 5hp telephone: 0117 953 1603"
"1","look at this excellent, exquisite work of bonsai tree with duck twins on a picket plank fastidiously carved with mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory"
"1","mammoth ivory netsuke – on the bridge

this is mammoth ivory netsuke of bridge scene breathtakingly beautiful with bold, defined strokes, capturing the expression of the japanese people that are on the bridge.
{{url}}

#ivory #sculpture #mammothivory #netsuke #art {{url}} [sep] i love art especially carved legal ivory"
"1","legal mammoth ivory carvings – fishing on a boat in the sea

this beautiful piece of mammoth ivory has been carved as a fishing scene.

#ivory #mammothivory #fishing #sculpture #masterpiece #passion #artwork {{url}} [sep] i love art especially carved legal ivory"
"1","you can purchase this stunning, nonetheless distinctive work of meditating seated buddha fastidiously carved with mammoth ivory. 

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}} [sep] i love art especially carved legal ivory"
"1","we love #chinese #antiques from #statues #carved figures, #vases, #whiteceramics #carved ivory #jade keep them coming! [sep] we pay cash for your antiques and collectables - no questions, raise cash today! {{url}}
email: {{email}}"
"1","just a small collection of carved ivory and rhinoceros antiquities that was sold, paid and collected for in our latest fine art auction. despite the potential ban, the market is still strong for these wonderful works of art. {{url}} [sep] hannam's in hampshire host monthly four day fine art antique auctions. for further information please call 01420 511788 or email {{email}}"
"1","mammoth ivory masterpiece netsuke – tiger & a crab

link: {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}} [sep] i love art especially carved legal ivory"
"1","amazing mammoth ivory carving for sale.  {{url}} [sep] mammoth ivory carvins from china. you can visit our showroom at de oude aarde at giethoorn, the netherlands"
"0","rt {{mention}}: starting in one hour. raising money for {{mention}} while playing some more #fallout4 we hit our first milestone y… [sep] can't start a fire... can't start a fire without a spark. 
this gun's for hire, even if we're just dancin' in the dark."
"0","$102.82 this week! this is how i now make a part time income... you can too >> {{url}} [sep] follow me and you'll find out!"
"0","open today 10 am until 1 pm
419 ccpkwy cape coral fl {{url}} [sep] we are 3rd generation brocante-antique import dealers. specializing in french, dutch and fine items for the ladies. we offer a variety decor & design services."
"0","driving aroundd :p [sep] im 13 years young
im in love with the most amazing guy ever !!! :)"
"0","rt {{mention}}: lot of 9 - grey size small 'custom chrome' 1/4 zip up sweater - new!!! {{url}} [sep] [nodes]"
"0","i just opened a mystery potion in agario and won amazing rewards. come and play to win unique mystery skins! {{url}} [sep] backend, frontend and ios developer in berlin."
"0","i was too tired to tweet about the trination game between nz and au once again. have to hand it to the wallabies. they really brought it. hard fought and hard won. we'll get them next time. on to argentina! [sep] [nodes]"
"0","weekly sale starts at 9:30am - lot 1 a 17th century caved panelled oak coffer estimate: £80-120
#gorringes #auction #antiques #collectables #coffer {{url}} [sep] the leading #fineart & #antiques #auctioneers in the south east. explore our collections at: {{url}} or visit us in #lewes #eastsussex"
"0","collection of antique ebony & ivory dominoes available at {{url}}. {{url}} [sep] [nodes]"
"0","rt {{mention}}: painter + educator alma thomas in her dc home studio, 1530 15th st., nw, in 1971 [via {{mention}}]: {{url}} [sep] vp engineering {{mention}} -- naturally, we're hiring | justice. vegetables. art. dogs | she/her"
"0","{{mention}} no kidding...and kids could stay out without parents just as long as they were home when the street lights came on (at least that was the rule in nebraska and kansas back in the day). [sep] vice president of operations with an insatiable appetite for learning.  good at consulting, sales and operations.  love irish pubs, u2, and my baby girl sophia."
"0","rt {{mention}}: so {{mention}} and {{mention}} of third bass appear to be the people in charge of {{mention}}, stealing music/selling it as… [sep] the computerized man of the 1990s"
"0","rt {{mention}}: web 3.0 was clearly rushed, there's so many bugs. all we needed were higher quality cat videos and expanded pronoun manage… [sep] infosec professional by day. photographer, web designer, skeptic, & gamer by night! i am a bearded video game collector and now twitch affiliate! (he/him)"
"0","mammoth ivory carved: {{url}} via {{mention}} [sep] el cid gallery is an art gallery which includes both antiques and modern design; carvings, glass 
crystals and modern art work.

{{url}}"
"0","{{mention}} being in a relationship. 😂 [sep] programmer, reader, philosopher, woodworker, beer brewer, armchair economist, classic liberal – i like to explore and learn new things."
"0","report shows poached ivory goes to asia, not the u.s #ivoryboondoggle #ctbudget #cpolitics {{url}} {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","vintage north american hunting club eagle zipper pull key fob key chain {{url}} {{url}} [sep] etsy shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
"0","joyous high quality mammoth ivory carving of standing buddha on a teak wood
{{url}} {{url}} [sep] el cid gallery is an art gallery which includes both antiques and modern design; carvings, glass 
crystals and modern art work.

{{url}}"
"0","trying to hydrate after a long weekend of debotchery. some food is helping...more fluid...please [sep] [nodes]"
"0","14th century french #ivory box, banned if hb5578 passes in ct. #gothic #themet #gunrights {{mention}}  #veto {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","polychrome & gilded delftware fountain with lid and spout att. jacobus halder, de grieksche a in 1766

description

this polychrome fountain with lid, brass and original ivory spout, is decorated with prince william… {{url}} [sep] cloud engineer & delftware enthusiast"
"0","free & easy for most= ""kindness"" {{url}} [sep] we are 3rd generation brocante-antique import dealers. specializing in french, dutch and fine items for the ladies. we offer a variety decor & design services."
"0","thank you to those who have been in touch regarding last night's announcement. we are currently seeking further guidance as to if and how auctions are allowed to proceed and hope to have a clearer understanding by tuesday. we will update you accordingly. [sep] fine art auction house with specialist departments including silver, jewellery, paintings, furniture, african art, militaria, ceramics, design and asian art"
"0","vintage complete works of william shakespeare 1940's, with tem by ivoryannhome  {{url}} via {{mention}} [sep] we find treasured items that offer nostalgia and renew a genuine connection; to inspire others and create a wonderful balance between tradition and modernity."
"0","{{mention}} so wait... her daughter was less than a year old when ""the mother-daughter duo first launched pixie’s bows in 2011""? [sep] [nodes]"
"0","#painting representing  a #moroccan scene, signed psnvers
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}} [sep] el transformista, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
"0","rt {{mention}}: the company of a #libra is refreshing, fulfilling, often very enlightening & highly sought after. [sep] specialized school psychologist at the university of montana in training"
"0","{{mention}} how do i close a bank account in india, when i'm in singapore, can i give the account closing request to a singapore branch? [sep] co-founder {{mention}}. opinions are my own."
"0","{{mention}} at first i was surprised by {{mention}}’s support for rogan , but then i realized that he is exactly the type of person who would 1) take advice from a meathead. 2) take any opportunity to promote his horrible tequila. [sep] dad. husband. social bro for michigan's largest creator of wellness prods and bluetooth audio devices. thoughts are my own. tweets are normally much funnier."
"0","usa loaded with ""ivory traffickers"" is oft-quoted.  2014 regulations made 99.9% of older previously legal ivory in u.s. suddenly illegal! [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","remember when lice was the worst thing kids could bring home? i miss those days. {{url}} [sep] [nodes]"
"0","early xx century #sculpture by #moreau.
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}} [sep] el transformista, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
"0","vintage harley davidson indian collectible pin hog chasing motorcycle hawg ""running with the hogs"" {{url}} {{url}} [sep] [nodes]"
"0","excited to share the latest addition to my #etsy shop: vintage floral lidded vegetable bowl multicolored flowers covered serving dish w h grindley co windsor ivory series england panchosporch {{url}} #green #panchosporch #collectiblevtg #vintagehomedeco {{url}} [sep] [nodes]"
"0","rt {{mention}}: for most of us, our mother is our first teacher. in my own case, it was my mother who first revealed to me the power of comp… [sep] pridictably unpredictable."
"0","{{mention}} these days $500k is just friends and family. still have many millions to go :) [sep] food, design, technology. agriculturalist dreamer, everyday coder. currently {{mention}}"
"0","rt {{mention}}: ingersoll rand 261 3/4"" super duty impact wrench . almost new. used one time {{url}} {{url}} [sep] [nodes]"
"0","caveat: i take my phone to bed because i'm not a perfectly optimized person. but i plug it in, put it down, and pick up a physical book right away. [sep] human potential busy body: {{mention}},  {{mention}}, {{mention}}. for personal growth, follow my better humans daily newsletter."
"0","rt {{mention}}: we should have public snow removal from sidewalks.

currently, we are placing undue burdens on pedestrians, especially t… [sep] a surfer / teacher / father in bk"
"0","so far i have seen real fighters on border to protect india... now we have seen many real fighters inside india. big salute to these fighters like doctors, nurse, police, sweepers, media... this is called real india. thanks to all 🙏🙏 [sep] [nodes]"
"0","my son just told me that maui ate his dinosaurs and coffee for breakfast. three is a magical age. [sep] don't hate, appreciate"
"0","if buffalo was endangered would be ban moccasins?  no on hb5578, #ivory boondoggle {{mention}} {{mention}} {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","{{mention}} had this exact discussion yesterday with my wife while driving to madison on 94. [sep] [nodes]"
"0","drinking a bourbon county brand fourteen stout (2021) by {{mention}} {{mention}} - the mothership — {{url}} [sep] [nodes]"
"0","i am selling my beautiful piano if anyone is interested. its loved but gets little playing attention - sob.  mahogany, iron frame and ivory keys. stamped for 1921. in fine condition. regularly tuned. purchased 8... {{url}} [sep] advisors to collectors of precious and fine art."
"0","used vietnam us army 7th infantry division subdued patch u.s. military {{url}} {{url}} [sep] etsy shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
"0","trump taj mahal's july revenue down while industry up in a.c. {{url}} via {{mention}} [sep] business reporting intern at philadelphia business journal"
"0","is there anything more unpatriotic than covering our lovely stars and bars with a deranged man-baby? 

[checks notes]

yes, of course, my fault. attacking our nation’s capital because your man-baby didn’t win is indeed more unpatriotic. {{url}} [sep] web developer, and full-time geek for {{mention}}. not a world-renowned gut microbiome researcher."
"0","amazing, took 13 years, but i just got access to my original twitter account back! {{mention}} thanks for the early hookup! [sep] [nodes]"
"0","that's a bunch of ""fucks"", but i'm in a rush to sign out of here and go have lunch with kristina and the cats.

see you on the other side, i hope. [sep] [nodes]"
"0","{{mention}} this is now my favorite chain on twitter {{url}} [sep] father. husband. vc. geek. dad joke lover. intj. partner {{mention}}. board chairman {{mention}}"
"0","{{mention}} constraints enable creativity. [sep] helped create {{mention}}. cofounder archipelo, cofounder developer camp. {{mention}} {{mention}} {{mention}} {{mention}} {{mention}}. father of four. peace."
"0","antiques atlas - a royal worcester blush ivory pedestal lidded vase {{url}} via {{mention}} [sep] the home of fine antiques. established in 1985 david wolfenden antiques ireland (02894429498) {{url}}"
"0","antique royal worcester blush ivory plate hand painted flowers gilded rim, 1888 victorian porcelain by gracesvintagegarden {{url}} [sep] curated etsy shop of vintage & antique jewelry, tea cups, porcelain, fine table linens and such. {{url}} #cvid"
"0","rt {{mention}}: . {{mention}} 
live #auction 8th nov @ 9:30am gmt
view all the catalogues & bid live from home here: {{url}} [sep] the leading #fineart & #antiques #auctioneers in the south east. explore our collections at: {{url}} or visit us in #lewes #eastsussex"
"0","vintage hammer brand two blade pocket knife folding black silver red celluloid 1940s {{url}} {{url}} [sep] [nodes]"
"0","holy shit, its still here! [sep] experienced it professional, lead solution architect at {{mention}}, ecommerce expert, social media experimenter and techie"
"0","{{mention}} {{mention}} i just use linkedin or daijob, i'm looking at tech industry roles in japan though. [sep] a graduate of japanese and tesol, looking to work in it in japan.
日本語能力試験レベルn2、読み書きn3.
add my twin {{mention}}."
"0","mystic ivory pearl chalcedony earrings, 14kt gold filled wire wrapped by designsbycher {{url}} via {{mention}} #handmade #gemstone #dewdrop #marquise #designsbycher [sep] my passions... loving my furred and feathered critters, coffee, chocolate, creating jewelry and metalwork designs!  member, jewelry on etsy team"
"0","rt {{mention}}: a very unusual large signed #japanese #meiji period wood and ivory okimono of a group of carousing skeletons, 19in x 9.7… [sep] [nodes]"
"0","stop being so smart: a reflection on resiliency during the time of covid, systemic oppression, and seasons of love {{url}} [sep] communications manager for community health center, inc.  internet raconteur. old guard hard core politics, media, technology and social networks geek."
"0","what do you want to share?follow me on twitter {{mention}} [sep] im nisha some call me nisha pooh(frm my friend polo) or some call me miz loui"
"0","well crafted bronze bull rested on semi precious stone base

this sculpture depicts charged bull ready to swing to action. this work is 100% bronze polished and finished. 

{{url}}

#sculpture #art #bronze #bronzesculpture {{url}} [sep] i love art especially carved legal ivory"
"0","brings back old memories.. {{url}} - the leh bike trip [sep] [nodes]"
"0","tiffany #ivory and silver tankard, circa 1900, can be seized and destroyed under ct hb5578. #teaparty #libertarian {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","{{mention}} {{mention}} yes, log in with the same shared credentials on both phones. [sep] confusing people intending to reply to other mikes since 2006. thought leader on cats and cat technology."
"0","mammoth ivory tusks are absolutely legal worldwide. you can read more about mammoth ivory in our education center.

click here to read more: {{url}} [sep] i love art especially carved legal ivory"
"0","{{mention}} any chance of this becoming a feature at some point?  i really like to distinguish my different projects by different themes. [sep] professor emeritus of computer science, founder: {{url}}"
"0","antiques atlas - antique royal worcester blush ivory vase and cover {{url}} via {{mention}} [sep] the home of fine antiques. established in 1985 david wolfenden antiques ireland (02894429498) {{url}}"
"0","discovering new adventures with {{mention}}. {{url}} [sep] there's odd and then there's aud"
"0","note to self - don't start going all crazy with the scissors until the 2nd cup of tea 🤦‍♀️ {{url}} [sep] i raise kids, play games and have way too many hobbies.  she/her oh and now i make stuff {{url}}"
"0","#artdeco masterpiece by emile-jacques ruhlmann with #ivory inlay, banned by hb5578. rt {{mention}} {{mention}} {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","antique ivory tape or battenberg lace handkerchief, victorian wedding bridal collectible hanky hankie by gracesvintagegarden {{url}} [sep] curated etsy shop of vintage & antique jewelry, tea cups, porcelain, fine table linens and such. {{url}} #cvid"
"0","{{mention}} {{mention}} jane’s is indeed a wonderful consignment shop! they focus on in-season and lightly-worn clothing, and i have bags of all-season and spring/ summer gear … [sep] what really went on there? we only have this excerpt.
he/him"
"0","okay maybe i'm done for the year [sep] [nodes]"
"0","or maybe it's just little boys [sep] [nodes]"
"0","the russians also fiercely opposed to any restrictions on wooly mammoth trading, did not even bother meeting with israel on the grounds that they remained opposed to cites having anything to do with mammoth ivory. [sep] ivory’s contributions to the past and its significance in the future eclipse any unreasonable or ineffective restraints on its trade or movement."
"0","xmas morning with halo and she not in the mood. 🎄🐶 {{url}} [sep] made in the philippines 🇵🇭 processed in california 🇺🇸 {{url}}"
"0","anyone getting married? look at the stones on that beauty? are you worth it? seller {{url}} on ebay - 
won't last at the price listed for. 18kt wgold approx.-6 grams of gold {{url}} [sep] we are 3rd generation brocante-antique import dealers. specializing in french, dutch and fine items for the ladies. we offer a variety decor & design services."
"0","antique 1920's durham duplex straight razor - french ivory celluloid handle pat usa may 28, 07 {{url}} {{url}} [sep] [nodes]"
"0","absolutely beautiful beuchvishau ivory silk child's bridesmaid dress with green sash {{mention}} only £14! 😍
#cornxchange #cornucopia #ivorysilk #bridesmaiddress #bridesmaid #bargain #harleston #norfolk… {{url}} [sep] a unique vintage and antique centre with a vintage tearoom in the market town of harleston on the norfolk/suffolk border."
"0","hb5578 makes no sense, poached ivory goes to china #ctbudget  {{mention}} {{mention}}
{{url}} {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","rt {{mention}}: after a court hearing huma's mother nagina younas asks, should christian mothers kill their daughters if conversion and ki… [sep] jesus is mighty to save, forever author of salvation"
"0","would you buy a home in the metaverse?
 {{url}} {{url}} [sep] i'm interested in digital transformation, digital product / ux / marketing technology / design / finance 

.: any views are my own
rt/like ≠ endorsement"
"0","{{mention}} thank you. not sure what i did but i will take it. [sep] [nodes]"
"0","{{mention}} i read a story recently about when he asked you and  {{mention}}  to captain the team at smitty’s dive bar on grand in oakland over shots. would’ve loved to have been a fly on that wall. [sep] official taste tester, father, all around mediocre person"
"0","{{mention}} just watched “the courier”.  nice work and an extremely fun movie.  will there be a sequel [sep] [nodes]"
"0","portrait of a young girl by anne mee from 1805 will be banned by #hb5578 #gunrights #infowars #saveelephants #ivory {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","left very a 1 star via {{mention}} ({{url}}) - they responded asking for my phone number to ""put things right"", never called. tldr: they sent me an empty box for a £200 running watch, nearly 3 weeks later .. still not received a refund - {{mention}} {{mention}} [sep] lead engineer {{mention}}"
"0","good morning happy birthday  to everyone! new old shipment has arrived we are having storewide clearance. no ""reasonable"" offer refused! {{url}} [sep] we are 3rd generation brocante-antique import dealers. specializing in french, dutch and fine items for the ladies. we offer a variety decor & design services."
"0","rt {{mention}}: alta magazine is pleased to support {{mention}} + {{mention}}, a nonprofit organization dedicated to supporting under-resource… [sep] [nodes]"
"0","#abgt203 another great start! and another commute that just got better. #fanforlife 12 years and counting! [sep] [nodes]"
"0","ye look upon my takes and despair {{url}} [sep] bartender with a writing problem."
"0","specialists with the appropriate knowledge are able to judge whether an item was made in an earlier era”. bada has therefore proposed “third-party verification for carvings or items comprising mainly ivory

{{url}} {{url}} [sep] archive your collectibles / a mobile application that connects hundreds of thousands of vetted identifiers and experts to questions on art & collectible objects"
"0","rt {{mention}}: more than 650 philly police officers are unavailable for duty because of injuries. but some blatantly work second jobs, an… [sep] philly resident, n.j. reporter. rts/likes ≠ endorsements."
"0","wow...very beautiful {{url}} [sep] masters students at u.c. berkeley - school of information"
"0","rt {{mention}}: abbotts been scootin around that border wall down there doing photo ops for 8 months and didnt fix this shit and its gonna h… [sep] internet sellout punk old man. {{mention}} is my pirate queen. herculean appetite for the diverse and the bizarre."
"0","{{mention}} {{mention}} just been told by the bandq cs advisor that his computer is down and will be fixed this friday #disappointed [sep] global marketing operations manager - equinix - marketing and sales automation professional"
"0","rt {{mention}}: . {{mention}} 
live #auction 11th oct @ 9:30am bst
view all the catalogues & bid live from home here: {{url}} [sep] the leading #fineart & #antiques #auctioneers in the south east. explore our collections at: {{url}} or visit us in #lewes #eastsussex"
"0","vintage colonial 3 blade pocket knife high carbon steel usa electrician tool {{url}} {{url}} [sep] etsy shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
"0","vintage faded gold tone silver tone  oval tie clip tie bar {{url}} {{url}} [sep] [nodes]"
"0","gem 1920's flip top single edge safety razor blade made in brooklyn, ny {{url}} {{url}} [sep] [nodes]"
"0","she’s about 3 years old, and decided a couple of weeks ago to just move in. she’s a sweet gal, so i guess she’s staying 🤷🏻‍♀️😂 {{url}} [sep] [nodes]"
"0","going running yeah for workout [sep] [nodes]"
"0","{{mention}} or we'll shoot you. no wait, you're under arrest. i mean, can i see your id? you can't be standing there, this is private property. shut up or i'll tase you. you talkin' to me? [sep] [nodes]"
"0","relax into the new year with this fantastic ivory leather lc3 sofa in great vintage condition… {{url}} [sep] we renovate authentic industrial and vintage furniture, lighting and homewares. contact us at {{email}}"
"0","look forward to a busy week {{mention}} #olympia #ivory #masterpiece #londonartweek #westminstercouncil #crunchtime [sep] lapada ceo and co-founder  of golden squared consulting specialising in the arts, design and luxury markets"
"0","{{mention}} compare that with the antique trade still buying and selling ivory and telling jumbo ""it's ok jumbo it's your grandfathers tusks not your brothers....honest! [sep] collector and dealer in antique asian art, native american antiques and vintage, {{email}}"
"0","participated in my first polar plunge yesterday. 5 degrees and snowing. great event, benefitting special olympics iowa [sep] occupation: {{mention}}. interests: art, music and the interactive human experience."
"0","please sign this petition regarding ivory laws, we all know how devastating it would be if the laws go through. #antiques #ivory #ivorylaws #petition 

{{url}} [sep] the quality auction house operated by killens and serving north & central somerset. please contact 01749 840770 and {{email}} for info"
"0","i wish the twitter team the best of luck and trust that they will be successful in continuing to develop this important communication tool. [sep] i started this"
"0","{{mention}} {{mention}} {{mention}} {{mention}} {{mention}} the question to you is will there ever be that change you desire most for nigeria? if yes, can you imagine how this would unfold? if no, then we are just in cycles! [sep] dream and live"
"0","we have yet another fabulous weekly sale coming up next monday.
the auction is available to view on our website and bidding platforms {{mention}} {{mention}} 
clifford’s weekly sale preview video is viewable on our website and our youtube channel gorringes tv. #gorringes {{url}} [sep] the leading #fineart & #antiques #auctioneers in the south east. explore our collections at: {{url}} or visit us in #lewes #eastsussex"
"0","break up to break out and break through!
this is where love and light meets shadow work. this shit can be easier and you can be happyaf. {{url}} [sep] badass communication & relationship coach. empath whisperer. cliff's notes"" to happiness."""
"0","{{mention}} {{mention}} exactly... [sep] [nodes]"
"0","issues with my package deliveries from the {{mention}}. countless occasions my package has being delivered to a similar/ wrong address.  left notes & spoke with the delivery person to help with this issue. todays package was just left on top of the community mailbox {{mention}} [sep] iphone artist & industrial/repurposed lamp designer with a love of craft beer and video games."
"0","{{mention}} wait do i need to watch “john wick” before watching “nobody?” because i don’t have that kind of time. [sep] be pompous, obese, and eat cactus"
"0","18th century #ivory crucifix from #themet, illegal to buy, sell or possess under hb227 in ct #gunrights #infowars {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","elephant poaching will not be stopped by banning the sale of antique ivory but by working together to uphold the law #protectantiqueivory [sep] pippa deeley auctions is a friendly and professional country auction house  holding sales of antiques, collectables and fine art and specialising in jewellery"
"0","join me in supporting the anpetu wi wind farm {{mention}} {{url}} [sep] [nodes]"
"0","{{mention}} i asked myself the same question but only because the series finale was so terrible, it makes the other 179 episodes pointless lol [sep] [nodes]"
"0","{{mention}} there’s my name. before i stole your p. [sep] my head hurts."
"0","built in the 19th century as a luxurious, ivory colored villa, the hotel still maintains the elegant look of days gone by in its marble floors, carved wood panels, chandeliers and draperies. {{url}} #luxuryhotel #italy {{url}} [sep] celebrating excellence and the high end of luxury in a modern world. inspiring and educating our global community about true luxury."
"0","preiss bronze and ivory, bathers, circa 1925, sold for $50,000 in 2013, now banned in the u.s. rt #artdeco #auction {{url}} [sep] opposing ct hb5578,  ma h1275, ri2796 which ban antique ivory.  save elephants without violating property rights, gun rights, art, history and culture."
"0","whats the name of this anti-war, anti-nwo band with the middle-eastern riffs? (live at {{url}}) [sep] [nodes]"
"0","in tomorrow’s weekly sale a large selection of ercol windsor elm furniture.

#ercol #ercolfurniture #gorringes #auctionhouse #antiques #collectables #canaletto #fineart #clocks #objectsdart  #jewellery #jewelry #silver #watches #decorativearts #medals #auctions #auctionsales {{url}} [sep] the leading #fineart & #antiques #auctioneers in the south east. explore our collections at: {{url}} or visit us in #lewes #eastsussex"
"0","the ivory education institute attends cites meetings to remind the world that ivory is a unique and historically vital material and that ivory is not exclusively produced by elephants, but is also a product of walruses, narwhals, boars, warthogs, hypos, whales and mammoths. [sep] ivory’s contributions to the past and its significance in the future eclipse any unreasonable or ineffective restraints on its trade or movement."
"0","rt {{mention}}: 1973-74 kawasaki kx 125 250 400 450 kt 250 fuel cap rare white nos oem 51049-022 {{url}} {{url}} [sep] [nodes]"
"0","rt {{mention}}: if you’re looking to upgrade your mask game and protect yourself, please visit and find a location near you: {{url}} [sep] • b.a. speech: public & political communication • m.a. mass communication • georgia state university alumni • (rts are not endorsements) • opinions are my own •"
