tweet_id,Gabe,Guanyi,Mom,Sum,tweet_text,user_description
129,1,1,1,3,"Our silver collection is approaching 500 products including many pieces of silver cutlery. Two examples... Edward VII silver ferruled and ivory handled dessert knives and forks &amp; Georgian, George III, silver &amp; mother of pearl dessert knives &amp; forks. {{URL}} {{URL}}",York's largest and friendliest #Antiques #Centre with over 120 showcases and units. #York #Yorkshire #UK #Vintage #Jewellery #Collectables #Pottery
130,1,1,1,3,Excited to share the latest addition to my #etsyvintage shop #Vintage #HandCarved #Ivory #RoseBrooch #FineJewellery #24ktGold #Wellsjewelry #Collectible #Heirloom #Weddingjewelry {{URL}} {{URL}},"Original art glass designs  
Instagram: {{MENTION}}io Etsy: {{URL}}"
131,0,0,0,0,"{{MENTION}} {{MENTION}} Jane’s is indeed a wonderful consignment shop! They focus on in-season and lightly-worn clothing, and I have bags of all-season and spring/ summer gear …","What really went on there? We only have this excerpt.
he/him"
132,1,1,1,3,Item of the day - Rare Pair Antique Asian Ivory &amp; Ebony Erotic Game Counters 19h C. {{URL}} {{URL}},We're now {{MENTION}}. Follow us there.
133,1,1,1,3,Nine oval miniature on ivory portrait paintings of prominent colonial-era Americans ... - {{URL}} {{URL}},"Your source for FREE news about antiques, collectibles and auctions."
134,1,1,1,3,"Our auction this Saturday features a number of beautiful antique wax seals from a single collection. Sold in separate lots the seals encompass diverse materials and designs, including a silver owl together with agate, gold and ivory examples. See them in our online catalogue now. {{URL}}",The official Twitter account of Arthur Johnson auctioneers & valuers {{URL}}
135,1,1,1,3,A large 19th century Japanese carved and panelled ivory and bone shrine. Islamic and Oriental 15 September. Estimate: £400-600 {{MENTION}} {{URL}},"John Nicholson's Auctioneers are the largest auctioneers in the south of England, holding regular Fine Art, General and Antiquarian Auctions"
136,0,0,0,0,okay maybe I'm done for the year,
137,1,1,1,3,19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}},#Antiques #Art #PortraitMiniatures Ama {{URL}} ebay {{URL}} Pin {{URL}} Etsy {{URL}}
138,0,0,0,0,Or maybe it's just little boys,
139,1,1,1,3,19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}},#Antiques #Art #PortraitMiniatures Ama {{URL}} ebay {{URL}} Pin {{URL}} Etsy {{URL}}
140,1,1,1,3,"Mammoth Ivory Masterpiece Netsuke – Father &amp; Son with a Fish
The relationship between father and son is a classic and timeless relationship worthy of artistic interpretation.

{{URL}}

#masterpiece #sculpture #art {{URL}}",I love Art especially Carved legal ivory
141,1,1,1,3,"Mammoth Ivory Figurine – Two Japanese Geishas
This is a very high quality mammoth ivory carving of two half naked Japanese Geishas
This Erotic Figurine is Hand carved by Master Carver to perfection.

{{URL}}

#geisha #art #mammoth #mammothivory #erotic {{URL}}",I love Art especially Carved legal ivory
142,1,1,1,3,Hand painted on ivory miniature of Lady Carrington {{MENTION}} {{URL}},"Terrier Antiques, purveyors of fine antiques, vintage and collectables, fair promotion, competitions, please check us out at {{URL}}"
143,1,1,1,3,Take a look at this stunning Phoenicio-Egyptian ivory seated scribe 😲 It is rare and provenanced and has a loop for suspension. View it here: {{URL}} {{URL}},"Ancient & Oriental is the website brand of Ancient Art, London's leading purveyor of antiquities and coins."
144,1,1,1,3,Check out this item in my Etsy shop {{URL}} #prebanivory #ivoryjewelery #vintageivory,"Art/ Vintage Jewellery/ Collectibles 🎁
Check out our Instagram and Facebook
 {{MENTION}}  
{{URL}}
🖼🎨🔎🗿"
145,0,0,0,0,"The Russians also fiercely opposed to any restrictions on wooly mammoth trading, did not even bother meeting with Israel on the grounds that they remained opposed to CITES having anything to do with mammoth ivory.",Ivory’s contributions to the past and its significance in the future eclipse any unreasonable or ineffective restraints on its trade or movement.
146,0,0,0,0,"SOLD today for £850 - Bosio , Giacomo. Li Privileggi della Sacra Religione di S. Gio Giersolimitano ...
engraved title device; 96, (24)pp., later calf with gilt decorated and panelled spine, gilt arms on both covers, sm.4to.Rome: Jacobus Tornerius,1599 #gorringes #sold #booksale {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
147,0,0,0,0,xmas morning with Halo and she not in the mood. 🎄🐶 {{URL}},Made in the Philippines 🇵🇭 Processed in California 🇺🇸 {{URL}}
148,1,1,1,3,"Something different: Letter Opener &amp; Magnifying Glass Set. Mammoth ivory inlaid with cocobolo, ebony, &amp; other woods {{URL}}","Scrimshaw Gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles."
149,0,1,1,2,"Rare Ivory tea caddy one of many we have for sale in our collection.

{{URL}} #teacaddy #antiques #buywithconfidence  {{URL}}",Specialists in Tea Caddies & Fine Antique Boxes & Accessories. Bringing antiques to the 21st Century! {{MENTION}} #SBS Winner Members of Lapada & Cada
150,0,0,0,0,"Anyone getting married? Look at the stones on that beauty? Are you worth it? seller {{URL}} on eBay - 
won't last at the price listed for. 18Kt WGold approx.-6 grams of Gold {{URL}}","We are 3rd generation Brocante-Antique Import Dealers. Specializing in French, Dutch and fine items for the Ladies. We offer a variety Decor & Design services."
151,1,1,1,3,"Antique 1920's Durham Duplex Straight Razor - French Ivory Celluloid Handle PAT USA May 28, 07 {{URL}} {{URL}}",
152,0,0,0,0,"Absolutely beautiful Beuchvishau ivory silk child's bridesmaid dress with green sash {{MENTION}} only £14! 😍
#cornxchange #cornucopia #ivorysilk #bridesmaiddress #bridesmaid #bargain #harleston #norfolk… {{URL}}",A unique vintage and antique centre with a vintage tearoom in the market town of Harleston on the Norfolk/Suffolk border.
153,1,1,1,3,3 of our fantastic Indian Ivory Miniatures available on our website #ivory #indian #antiques {{URL}} {{URL}},"Philip Carrol is a regular exhibitor at major British antique fairs; including the BADA Fair, Olympia & Harrogate Antiques Fair. Specialising in Fine Ceramics"
154,1,1,1,3,RT {{MENTION}}: A stianed ivory chess set #Antiques from Everitt and Rogers Limited {{URL}}  {{MENTION}} {{URL}},Specialising in Antique Furniture restoration.
155,0,0,0,0,"HB5578 makes no sense, poached ivory goes to China #ctbudget  {{MENTION}} {{MENTION}}
{{URL}} {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
156,1,1,1,3,"A Victorian ivory cane handle modelled as a greyhound.
{{URL}} @ London,… {{URL}}",Specialist in silver artefacts and silver reference books. Over 30 years experience and expertise.
157,0,0,0,0,"RT {{MENTION}}: After a court hearing Huma's mother Nagina Younas asks, should Christian mothers kill their daughters if conversion and ki…","Jesus is Mighty to save, forever Author of Salvation"
158,1,1,1,3,Art Deco shagreen and ivory travel desk clock. Art Deco shagreen and ivory travel desk clock. The sh {{URL}},"Kent based auctioneers and valuers specialising in paintings, jewellery, watches, gold and silver, quality glass, ceramics and Asian artefacts."
159,0,0,0,0,"Would you buy a home in the metaverse?
 {{URL}} {{URL}}","I'm interested in digital transformation, digital product / UX / Marketing Technology / Design / Finance 

.: any views are my own
RT/Like ≠ endorsement"
160,0,0,0,0,{{MENTION}} Thank you. Not sure what I did but I will take it.,
161,0,0,0,0,{{MENTION}} I read a story recently about when he asked you and  {{MENTION}}  to captain the team at Smitty’s dive bar on Grand in Oakland over shots. Would’ve loved to have been a fly on that wall.,"Official Taste Tester, Father, All Around Mediocre Person"
162,0,0,0,0,{{MENTION}} just watched “The Courier”.  Nice work and an extremely fun movie.  Will there be a sequel,
163,1,1,0,2,In this weeks 'Auctioneers Mantlepiece' we dip into the difficult world of ivory antiques.  {{URL}} #ivory #IvoryBan #UKIvoryAct {{URL}},"Welsh Auctioneers & Valuers for Fine Art, Collectables & Antiques. We hold fortnightly auctions and free valuations every Friday in Carmarthen."
164,0,0,0,0,Portrait of a young girl by Anne Mee from 1805 will be banned by #hb5578 #gunrights #infowars #saveelephants #ivory {{URL}},"Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
165,0,0,0,0,RT {{MENTION}}: Behold the worlds first ever TXT message sent about a Bengals playoff win. Congrats #bengals #NFLPlayoffs #NFL {{URL}},
166,0,0,0,0,"Left Very a 1 star via {{MENTION}} ({{URL}}) - They responded asking for my phone number to ""put things right"", never called. TLDR: They sent me an empty box for a £200 running watch, nearly 3 weeks later .. still not received a refund - {{MENTION}} {{MENTION}}",Lead Engineer {{MENTION}}
167,0,0,0,0,RT {{MENTION}}: Native Nations reach $590 million settlement with opioid manufacturers and distributers for their role in the opioid cris…,straight shooter. {{URL}} 📩 {{EMAIL}}
168,1,1,1,3,The Kendall Infinity Cowl in Ivory  {{URL}},"A carefully curated, limited collection of authentic vintage goods and new, hand-made personal accessories. ❤️ Everything Has a Story."
169,1,1,1,3,"Mammoth Ivory Netsuke – Lohan Riding Dragon

This pattern is known in Shaolin Kungfu as “Lohan Riding Dragon” (“Lor Hon Kea Loong”). You can then strike him on his head or chest.

{{URL}}
#netsuke #mammoth #mammothivory #ivory #art #artcreation #dragon #asia {{URL}}",I love Art especially Carved legal ivory
170,0,0,0,0,"Good Morning Happy Birthday  to everyone! New old shipment has arrived we are having storewide CLEARANCE. No ""reasonable"" offer refused! {{URL}}","We are 3rd generation Brocante-Antique Import Dealers. Specializing in French, Dutch and fine items for the Ladies. We offer a variety Decor & Design services."
171,1,1,1,3,"Mammoth Ivory Netsuke – The Sculpture

This outstanding #netsuke is a proud member of our MASTER Pieces Netsukes collection. 
#handcarved by Master Carver. 

{{URL}}

#mammoth #mammothivory #ivory #sculpture #netsukemastercollection
#netsuke_art #art #collection {{URL}}",I love Art especially Carved legal ivory
172,1,1,0,2,"RT {{MENTION}}: Rare 15.5cm wide Roman carved ivory relief dating to the 2nd-3rd century AD, depicting a drunken… {{URL}}","International PR/Media agency working across all sectors of the arts, high end property, culture, digital media and sports industries."
173,0,0,0,0,"RT {{MENTION}}: Alta Magazine is pleased to support {{MENTION}} + {{MENTION}}, a nonprofit organization dedicated to supporting under-resource…",
174,0,0,0,0,#ABGT203 Another great start! And another commute that just got better. #fanforlife 12 years and counting!,
175,0,0,0,0,Ye look upon my takes and despair {{URL}},Bartender with a writing problem.
176,0,0,0,0,"Specialists with the appropriate knowledge are able to judge whether an item was made in an earlier era”. BADA has therefore proposed “third-party verification for carvings or items comprising mainly ivory

{{URL}} {{URL}}",Archive your collectibles / A mobile application that connects hundreds of thousands of vetted identifiers and experts to questions on art & collectible objects
177,0,0,0,0,"RT {{MENTION}}: More than 650 Philly police officers are unavailable for duty because of injuries. But some blatantly work second jobs, an…","Philly resident, N.J. reporter. RTs/Likes ≠ endorsements."
178,1,1,1,3,"RT {{MENTION}}: This ornate comb was made from elephant ivory in Northern Italy during the early 15th century. Combs, gravoirs and mir…","Keith R. Amery. BA (Hons); MA; MA; Trading on-line as Ihnasiyah Gallery at {{URL}} in Antiquities & Ancient Art, Fossils, Meteorites & Jewellery"
179,0,0,0,0,wow...very beautiful {{URL}},Masters students at U.C. Berkeley - School of Information
180,0,0,0,0,RT {{MENTION}}: abbotts been scootin around that border wall down there doing photo ops for 8 months and didnt fix this shit and its gonna h…,Internet sellout punk old man. {{MENTION}} is my pirate queen. Herculean appetite for the diverse and the bizarre.
181,0,0,0,0,"Mammoth Ivory Tusks are absolutely legal worldwide. You can read more about Mammoth Ivory in our education Center.

Click here to read more: {{URL}}",I love Art especially Carved legal ivory
182,0,0,0,0,{{MENTION}} {{MENTION}} Just been told by the BandQ CS advisor that his computer is down and will be fixed this Friday #disappointed,Global Marketing Operations Manager - Equinix - Marketing and Sales Automation Professional
183,0,0,0,0,"RT {{MENTION}}: . {{MENTION}} 
LIVE #Auction 11th Oct @ 9:30am BST
View all the catalogues &amp; bid LIVE from home here: {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
184,1,1,1,3,Some more teapots have made their way into our conservation studio! They have been cleaned and polished using conservation grade methods and materials. Careful consideration is taken when working with objects that have natural materials such as wood and ivory components. {{URL}},"Specialists in Fine Art and Antique Conservation and Restoration, Object Display and Exhibition Installation"
185,1,1,1,3,"An extremely amazing Mammoth ivory Netsuke of the Seven Lucky gods(Or Japans’ Seven Gods of Fortune) in a bottle Guard.

{{URL}}

#handmade #ivory #sculpture #carving #tusk #art {{URL}}",I love Art especially Carved legal ivory
186,1,1,1,3,"You can buy this stunning as well as a magnificent statue that features an eagle perched on rock above canyon made of mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
187,1,1,1,3,"An Inuit serpentine carving circa 1950s of the improbable narwhal. Each sinuous fold has been lovingly and expertly carved. The narwhal's single twisted tusk is  carved from ivory. Signed in Inuktitut syllabics by the artist.

Dimensions: 17"" x 11.5"" x 7""

{{URL}} {{URL}}","Carefully chosen Mid-Century Modern, Vintage & 20th Century Lighting, Furnishings, Art, Glass, Ceramics, Housewares, Clothing & Jewellery."
188,0,0,0,0,Vintage Colonial 3 Blade Pocket Knife High Carbon Steel USA Electrician Tool {{URL}} {{URL}},"Etsy Shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
189,1,1,1,3,"Look at this fascinating and enchanting work Padmapani Buddha Statue carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
190,0,0,0,0,Vintage Faded Gold Tone Silver Tone  Oval Tie Clip Tie Bar {{URL}} {{URL}},
191,0,0,0,0,"GEM 1920's Flip Top Single Edge Safety Razor Blade Made in Brooklyn, NY {{URL}} {{URL}}",
192,1,1,1,3,RT {{MENTION}}: #carving #walrustusk #walrusivory #ivory #ivoryskull #handcarved #novascotia #acadian #jamiethibault  #art #inprogre ...,"Handmade beach glass and salvaged copper suncatchers, windchimes and jewelry by Angel Flanagan. Clare, Nova Scotia, Canada. Sea glass."
193,0,0,0,0,"She’s about 3 years old, and decided a couple of weeks ago to just move in. She’s a sweet gal, so I guess she’s staying 🤷🏻‍♀️😂 {{URL}}",
194,0,0,0,0,"RT {{MENTION}}: Join us on 02/08. Learn how #ComputerVision is transforming the world. Register for free: {{URL}}

{{MENTION}}…",co-founder {{MENTION}} - investor/tech lover. {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}}
195,0,0,0,0,Going running yeah for workout,
196,0,0,0,0,"{{MENTION}} Or we'll shoot you. No wait, you're under arrest. I mean, can I see your ID? You can't be standing there, this is private property. Shut up or I'll tase you. You talkin' to me?",
197,0,0,1,1,Relax into the New Year with this fantastic ivory leather LC3 sofa in great vintage condition… {{URL}},"we renovate authentic industrial and vintage furniture, lighting and homewares. contact us at {{EMAIL}}"
198,0,0,1,1,Look forward to a busy week {{MENTION}} #olympia #ivory #masterpiece #londonartweek #westminstercouncil #crunchtime,"LAPADA CEO and co-founder  of Golden Squared Consulting specialising in the arts, design and luxury markets"
199,0,0,0,0,"{{MENTION}} Compare that with the antique trade still buying and selling Ivory and telling jumbo ""it's ok jumbo it's your grandfathers tusks not your brothers....honest!","Collector and dealer in Antique Asian Art, Native American Antiques and Vintage, {{EMAIL}}"
200,1,1,1,3,Here is the ivory panel and the information provided in the gallery {{URL}},"Antique Dealers: a research project on the history of the Antiques Trade in Britain, a cultural geography - an AHRC Research Project."
201,0,0,0,0,"Participated in my first Polar Plunge yesterday. 5 degrees and snowing. Great event, benefitting Special Olympics Iowa","occupation: {{MENTION}}. interests: art, music and the interactive human experience."
202,0,0,0,0,"Please sign this petition regarding Ivory laws, we all know how devastating it would be if the laws go through. #antiques #ivory #ivorylaws #Petition 

{{URL}}",The Quality Auction House operated by Killens and serving North & Central Somerset. Please contact 01749 840770 and {{EMAIL}} for info
203,0,0,0,0,Epic gender reveal! Congrats Chuy and Abby cc {{MENTION}} {{URL}},
204,0,0,0,0,I wish the twitter team the best of luck and trust that they will be successful in continuing to develop this important communication tool.,i started this
205,0,0,0,0,"{{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} The question to you is will there ever be that change you desire most for Nigeria? If yes, can you imagine how this would unfold? If no, then we are just in cycles!",Dream and live
206,1,1,1,3,"RT {{MENTION}}: SOLD £5,800 - Sarah Biffin (British 1784-1850) Portrait of a military officer, miniature, watercolour on ivory #auctio…","Jewellery, Watches and Designer Specialist & Auctioneer at Wilson 55 Auctioneers 💎Chairperson of the North West Gem-A Branch {{EMAIL}}"
207,0,0,1,1,"We have yet another fabulous Weekly Sale coming up next Monday.
The auction is available to view on our website and bidding platforms {{MENTION}} {{MENTION}} 
Clifford’s Weekly Sale Preview Video is viewable on our website and our YouTube channel Gorringes TV. #gorringes {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
208,0,0,0,0,"Break up to break out and break through!
This is where love and light meets shadow work. This shit can be easier and you can be happyAF. {{URL}}","Badass Communication & Relationship Coach. Empath Whisperer. Cliff's Notes"" to Happiness."""
209,1,1,1,3,Mammoth Ivory Showroom! {{URL}},"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
210,1,1,1,3,"Look at this illustrious yet overwhelming creation of these Mythical Figurines of Eight Deities sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
211,1,1,1,3,"You can buy this beautiful, yet unique work of Meditating Seated Buddha carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
212,0,0,0,0,{{MENTION}} {{MENTION}} Exactly...,
213,0,0,0,0,"Happy Halloween from Woolley &amp; Wallis. Featuring lot 325; a large and impressive Myochin iron articulated model of a #snake, signed #Myochin, 127cm. View the full #Japanese Works of Art catalogue here: {{URL}}
#Halloween #woolleyandwallis {{URL}}","Fine Art auction house with specialist departments including Silver, Jewellery, Paintings, Furniture, African Art, Militaria, Ceramics, Design and Asian Art"
214,0,0,0,0,Issues with my package deliveries from the {{MENTION}}. Countless occasions my package has being delivered to a similar/ wrong address.  Left notes &amp; spoke with the delivery person to help with this issue. Todays package was just left on top of the community mailbox {{MENTION}},iPhone Artist & Industrial/Repurposed Lamp Designer with a love of Craft Beer and Video Games.
215,0,0,0,0,Vintage Hammer Brand Two Blade Pocket Knife Folding Black Silver Red Celluloid 1940s {{URL}} {{URL}},"Etsy Shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
216,1,1,1,3,New pieces of #scrimshaw from Judge arrived today &amp; they are fantastic. Both large chunks of ancient mammoth ivory. {{URL}},"Scrimshaw Gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles."
217,1,1,0,2,"High quality mammoth ivory carving of kids playing on a relaxed bull laid on a teak wood
{{URL}} {{URL}}","El Cid Gallery is an art gallery which includes both antiques and modern design; Carvings, Glass 
Crystals and Modern Art Work.

{{URL}}"
218,1,1,1,3,"Mammoth Ivory Netsuke – TWIN OWLS

This outstanding Netsuke made of 100% genuine Mammoth ivory Tusk &amp; made out from the best grade of mammoth ivory tusk.

{{URL}}

#sculpture #ivory #mammothivory #art #workart #netsuke #carving {{URL}}",I love Art especially Carved legal ivory
219,0,0,0,0,{{MENTION}} Wait do I need to watch “John Wick” before watching “Nobody?” Because I don’t have that kind of time.,"Be pompous, obese, and eat cactus"
220,1,1,1,3,This #Chinese ivory figure group is one of many Oriental ivories in our #auction on Tuesday. #Antique {{URL}},Southport Auctions in partnership with Thomas Watson Auctioneers offer a comprehensive antiques and fine art auctioneering service covering the north of England
221,0,0,0,0,"18th century #ivory crucifix from #TheMet, illegal to buy, sell or POSSESS under hb227 in CT #gunrights #infowars {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
222,0,0,0,0,Elephant poaching will not be stopped by banning the sale of antique ivory but by working together to uphold the law #protectantiqueivory,"Pippa Deeley Auctions is a friendly and professional country auction house  holding sales of Antiques, Collectables and Fine Art and specialising in Jewellery"
223,0,0,0,0,Join me in supporting the Anpetu Wi wind farm {{MENTION}} {{URL}},
224,1,1,1,3,{{URL}} - Great Mammoth Ivory Carving for Sale!,"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
225,1,1,1,3,"Antique Legal Mammoth Ivory Carving of Fukurokuju

One of the prominent seven Lucky Gods, #fukurokuju is omnipresent in Japanese mythology. Handcrafted by #mastercarver.

{{URL}}

#mammoth #mammothivory #ivory #carving #japanesegod #sculpture #art  #collection {{URL}}",I love Art especially Carved legal ivory
226,0,0,0,0,"{{MENTION}} I asked myself the same question but only because the series finale was so terrible, it makes the other 179 episodes pointless lol",
227,0,0,0,0,{{MENTION}} There’s my name. Before I stole your P.,My head hurts.
228,1,1,1,3,"Sold at auction for £600 plus commission, a Japanese carved ivory Okimono of a seated man from the Meiji era. 

#Bristol #Auction #Japanese #Ivory #Okimono #Meiji #Antique {{URL}}","Bristol Auction Rooms are valuers and auctioneers, established over 30 years ago located at: 1-3 Yelverton Rd Bristol BS4 5HP Telephone: 0117 953 1603"
229,0,0,1,1,"Built in the 19th Century as a luxurious, ivory colored villa, the hotel still maintains the elegant look of days gone by in its marble floors, carved wood panels, chandeliers and draperies. {{URL}} #luxuryhotel #italy {{URL}}",Celebrating excellence and the high end of luxury in a modern world. Inspiring and educating our global community about true luxury.
230,0,0,0,0,"Preiss bronze and ivory, Bathers, circa 1925, sold for $50,000 in 2013, now BANNED in the U.S. RT #artdeco #auction {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
231,0,0,0,0,"Whats the name of this anti-war, anti-nwo band with the middle-eastern riffs? (live at {{URL}})",
232,0,0,0,0,{{MENTION}} Super cool! Thanks! Last time I funded something on such a platform it was {{MENTION}} and Wasteland 2. Fun party :),"Business, Tech, Writing, Sales/Marketing/BizDev, Raising Money, Media specific weird stuff. Bam!"
233,0,0,0,0,"In TOMORROW’s Weekly Sale a large selection of Ercol Windsor elm furniture.

#ercol #ercolfurniture #gorringes #auctionhouse #antiques #collectables #canaletto #fineart #clocks #objectsdart  #jewellery #jewelry #silver #watches #decorativearts #medals #auctions #auctionsales {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
234,0,0,0,0,"The Ivory Education Institute attends CITES meetings to remind the world that ivory is a unique and historically vital material and that ivory is not exclusively produced by elephants, but is also a product of walruses, narwhals, boars, warthogs, hypos, whales and mammoths.",Ivory’s contributions to the past and its significance in the future eclipse any unreasonable or ineffective restraints on its trade or movement.
235,0,0,0,0,RT {{MENTION}}: 1973-74 KAWASAKI KX 125 250 400 450 KT 250 FUEL CAP RARE WHITE NOS OEM 51049-022 {{URL}} {{URL}},
236,0,0,0,0,"RT {{MENTION}}: If you’re looking to upgrade your mask game and protect yourself, please visit and find a location near you: {{URL}}",• B.A. Speech: Public & Political Communication • M.A. Mass Communication • Georgia State University Alumni • (RTs are not endorsements) • Opinions are my own •
237,0,0,0,0,"Ending tomorrow, Wednesday 2nd December. #ChristmasGifts #bid #woolleyandwallis {{URL}}","Fine Art auction house with specialist departments including Silver, Jewellery, Paintings, Furniture, African Art, Militaria, Ceramics, Design and Asian Art"
238,1,1,1,3,"This Figurine is made of 100% genuine Mammoth Ivory Tusk. The extinct woolly Mammoth roamed the earth before 10,000-40,000 years ago. Today we can found Mammoth ivory tusk in the arctic regions like Siberia in Russia.
More Details: {{URL}}
#virgin #malaysianhair {{URL}}",I love Art especially Carved legal ivory
239,0,0,1,1,RT {{MENTION}}: Antiques Atlas - A Large Royal Worcester Blush Ivory Pot Pourri {{URL}} via {{MENTION}},THE HOME OF FINE ANTIQUES. Established in 1985 David Wolfenden Antiques Ireland (02894429498) {{URL}}
240,0,0,0,0,Excited to share the latest addition to my #etsy #etsyjewelry #etsycanada shop: #Vintage #Owls #owlEarrings #Cloisonné Owl #retroEarrings #CrowVanity #Jewelry #FreeShipping #etsySale #birthday {{URL}} {{URL}},"Original art glass designs  
Instagram: {{MENTION}}io Etsy: {{URL}}"
241,1,1,1,3,"RT {{MENTION}}: 19th century Chinese carved ivory tusk carvings and figures, various estimates. ISLAMIC &amp; ORIENTAL 24 JUNE {{MENTION}}…",Auction after sales specialists.  Contact us before bidding for a complete P&P service.
242,0,0,0,0,"RT {{MENTION}}: RARE ANTIQUE SITZENDORF COUPLE IN LOVE WHITE BLANC &amp; GOLD PORCELAIN FIGURINE 6"" {{URL}} {{URL}}",
243,1,1,1,3,Mammoth Ivory Carvings now online! Check it out! {{URL}},"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
244,0,0,0,0,Used Vietnam US Army Ground Forces Command ForceCom Subdued Patch U.S. Military {{URL}} {{URL}},
245,0,0,0,0,"RT {{MENTION}}: NEW Used Tack Saddle Bags leather rough out, Western gift, Black Motorcycle bags {{URL}} {{URL}}",
246,0,0,0,0,It's just snow people. It's not magic.,Seeking Inspiration. And Ramen.
247,0,1,1,2,A selection of the fine boxes in our auction on Tuesday 11th April Winchester {{URL}} {{URL}},"The leading Auctioneers and Valuers in Winchester. Fine art, ceramics, jewellery, watches, silver, medals, furniture, wine & spirits, toys and collectors Items"
248,0,0,0,0,1930's Celebrated Paintings and Interior Views of the US Capitol Folder Postcard 18 Lithograph Set Ephemera Americ {{URL}} {{URL}},
249,0,0,0,0,"RT {{MENTION}}: RARE ANTIQUE GERMANY PORCELAIN Ornate Demitasse ""Think of Me"" CUP SAUCER Luster {{URL}} {{URL}}",
250,0,0,1,1,Original 1957 GPO 332L Vintage Ivory Bakelite Telephone. Converted &amp;amp; Working {{URL}} via {{MENTION}} #GPO #bakelite #vintage #ivorytelephone #ebay,Buyer and seller of vintage collectables
251,0,0,0,0,Hey {{MENTION}} any coupon codes I can use on my purchase? {{URL}} via {{MENTION}},
252,0,0,0,0,"Visit us for our May exhibition in London this week. Enjoy this unusual black-glazed trompe l'oeil wall vase with faux-
ivory celadon stand (Qianlong period) from the private collection of Baron 
Nathaniel de Rothschild.  
#asiaweek #london #littletonandhennessyasianart {{URL}}","Traveling the world as art consultant and antiques dealer at Littleton & Hennessy, London. Specialising in Asian art and antiques. {{EMAIL}}"
253,1,1,1,3,Just arrived!! New Mammoth Ivory Carvings  {{URL}},"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
254,0,0,0,0,"my mom had a debilitating case of tuberculosis in india, and she calls it her ""first pandemic"" {{URL}}","privacy consultant, engineer, opinionated."
255,0,0,0,0,"Good luck to FACT (Friends of Antique Cultural Treasures), who are challenging the Ivory Act in the Court of Appeals today on behalf of ivory dealers and collectors #ivoryban #ivoryact","The UK's largest association of professional art & antiques dealers | The LAPADA Art & Antiques Fair, Berkeley Square | Buy with confidence from LAPADA members."
256,0,0,0,0,RT {{MENTION}}: 'Fast &amp; Furious 7' Producer -- Movie Will Have To Wait -- It's Time To Grieve {{URL}},"Just Live Laugh and Love Please join the Born This Way Foundation and give a voice to the silent
{{EMAIL}}"
